id,model,capacity,barcode,brand,year_model,created_at,updated_at
01KZRTCK0GBKCV3Y4R9FVP6GAD,Swing-up Freezer,9cu,2SO2RXMB14,Aucma,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G3XSCPJ3G2YHQHD2T,Curved Glass Freezer,12cu,K7YJYGNSZL,Liebherr,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G4FH27JKTQD3JC1JE,Curved Glass Lighted Freezer,24cu,YQUKKNMYDM,Aucma,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G9XPP5GAWR037K5NT,Swing-up Freezer,8cu,5ZXRPXI60X,Liebherr,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G5XA0ZNPGP13TTNBC,Curved Glass Lighted Freezer,15cu,HJNM7MS82R,Liebherr,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GHM93EKHJZD02S1B4,Curved Glass Freezer,9cu,CPT131WSB8,Aucma,2001,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G7W0F2N5J59RKMYTS,Sliding Glass Freezer,15cu,38PZFA64TA,Hiron,2001,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G7M1BJ0VZ2PGQ3WDW,Sliding Glass Freezer,15cu,F24V5PN5IK,Hiron,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GGBW2NFJNG1SS74PF,Curved Glass Lighted Freezer,15cu,19SSA48YA8,Haier,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GHFY4DR4RXBC5SQRY,Sliding Glass Freezer,9cu,ITG15UUBLN,Aucma,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GD3KSYHKYZ817VG0Q,Curved Glass Freezer,12cu,9UMVVK6R7Y,Hiron,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GBAH5A994RPSKVQX0,Curved Glass Lighted Freezer,18cu,P22PKORQIC,Aucma,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GH5FRY3BPX3X0G5H4,Curved Glass Lighted Freezer,8cu,4D0SOZG69E,Hiron,2013,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GS30DKY65QEAGB7RF,Curved Glass Lighted Freezer,18cu,NXAN7FMZE1,Liebherr,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GZ0YYADHVH7A7Q9JP,Curved Glass Freezer,8cu,QC1FAWQ3RF,Hiron,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GTTY7XV47X02X498P,Curved Glass Freezer,12cu,UKMFPRKF4I,Aucma,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GPT3MH77WFVHTXX01,Curved Glass Freezer,24cu,BIG81NF6UY,Liebherr,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GJS8ZTGCXPET9SSSY,Sliding Glass Freezer,24cu,CCQ7UWQ2QJ,Hiron,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GEYAK54C6YQCTG9S3,Curved Glass Freezer,12cu,DBSCLE2MKD,Hiron,2015,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GQ5MBAH7RC7BZR3R9,Swing-up Freezer,18cu,IS9GPV8K73,Liebherr,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GYXQ8JHT60N2EMR7A,Curved Glass Lighted Freezer,8cu,RIVL693UKS,Aucma,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GMDM40TGX0C3EYTK7,Curved Glass Lighted Freezer,12cu,ZB6T10DP5O,Hiron,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G1JGKCB5EV8ZT1C54,Sliding Glass Freezer,12cu,87YXHUOBCP,Haier,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G9WXKCW8WXFW3398X,Swing-up Freezer,9cu,DA5TUCMIN3,Haier,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GERXF5K4FCRKN591H,Curved Glass Lighted Freezer,8cu,W7FJV0H5QD,Hiron,2015,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GMXRNDAKZ1NQ2A8X5,Curved Glass Freezer,9cu,C9VYSUDEG9,Hiron,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GGQYB1A3BT445GRJQ,Sliding Glass Freezer,24cu,BTGMCSLX2R,Liebherr,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GCK45TR5APBAVBJZG,Curved Glass Lighted Freezer,15cu,LCB8MEN8CY,Hiron,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GR1M1GNY0VJK79HM8,Swing-up Freezer,15cu,1967OOEUH8,Liebherr,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GBXT4JPP8224FFFQY,Curved Glass Lighted Freezer,9cu,4ISSK6XLTO,Haier,2011,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GG21FFN6AKBX4W0JH,Curved Glass Lighted Freezer,18cu,ZI41FQPWWB,Liebherr,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GYG3CW5J28N23R163,Curved Glass Lighted Freezer,18cu,CEOGXXDT28,Hiron,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GNVQMA3VNACGDPH85,Swing-up Freezer,9cu,D8N2ZA22LT,Aucma,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GA09F3BNEFQ022NQV,Sliding Glass Freezer,24cu,LAUBJPHY6E,Aucma,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G5G9BRJHPATP6GYWG,Swing-up Freezer,15cu,I7454YO1K7,Hiron,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GZTRVX8XYCCCA2DZX,Sliding Glass Freezer,15cu,NOJBO6W7WP,Hiron,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GNFC86CEGEH9G48FS,Swing-up Freezer,24cu,MPSY3QYRW5,Aucma,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GJJ5QGAVJYG9JC1H5,Swing-up Freezer,18cu,2HOYERT3YZ,Hiron,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GK8SZXN4N1W13AX6N,Sliding Glass Freezer,18cu,GZA1933SWN,Hiron,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G5VNAQ631YNFXCVBX,Curved Glass Lighted Freezer,9cu,4WJSC89YRM,Aucma,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GEG44WC5GMJJ3PB7G,Curved Glass Freezer,18cu,S1POQ3SE7C,Aucma,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GZNC96KV8AFRBFH6X,Sliding Glass Freezer,18cu,7LMD8WJUU4,Liebherr,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GASZSKQW65AXBRNA2,Curved Glass Freezer,9cu,DZX7DNRCS7,Liebherr,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GDZ8SB6YYGT9SSY2X,Swing-up Freezer,12cu,QDC31VW54L,Liebherr,2015,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GWKKXEMGMHWMKAXE6,Swing-up Freezer,18cu,TM1CF7RA87,Hiron,2013,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GQDBYN2N7G2R3NT18,Curved Glass Lighted Freezer,15cu,ENBSHK0LTT,Aucma,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GD5V4YWBRRWTGYKM0,Curved Glass Lighted Freezer,9cu,KLA2EZ4WTS,Aucma,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GMG4P3YTEMCQPTA56,Curved Glass Lighted Freezer,9cu,RB78NQ5E6A,Haier,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GSBVZEVQQ2S050RP5,Sliding Glass Freezer,24cu,VHNNV7PGG3,Hiron,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G6M767BDHBVVSSQBC,Curved Glass Lighted Freezer,8cu,3UGGM0Z04J,Hiron,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GJT8MWPDBCHH34Z40,Sliding Glass Freezer,24cu,399JBKRH9V,Haier,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GE00TNY4ZJBWA6PY0,Swing-up Freezer,9cu,02IOJKS4ZA,Hiron,2011,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GXZ2JABRKDR2T72D2,Curved Glass Lighted Freezer,18cu,VIL71YAWJX,Aucma,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GNTAYF90FJAN4K2Z6,Curved Glass Freezer,15cu,XY1KHELUIY,Hiron,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G7BEC9D6Y8KPR0S3R,Curved Glass Lighted Freezer,8cu,PARE62NI9O,Haier,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GVQCHXHTG0K6DYA0Z,Sliding Glass Freezer,8cu,TPAA1O4I25,Liebherr,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GK4FAY87TXH0F808N,Swing-up Freezer,18cu,J7XU8RQPU5,Hiron,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G6259G8HWTQWE88JX,Curved Glass Freezer,12cu,WV6T1IKZZW,Aucma,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GNTCG4BA9TB9QV6JY,Swing-up Freezer,12cu,PLLRG9BP3O,Aucma,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GNKHCAMF2GT4Z79BT,Curved Glass Lighted Freezer,24cu,44LDYT80BX,Hiron,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GV68BW06WW51MJ7ZG,Curved Glass Lighted Freezer,8cu,ZQWC7Q178E,Liebherr,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G1RJZW2CDNRZ4W9AF,Curved Glass Freezer,15cu,COL99G6OSR,Liebherr,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GR8YTS99JD3NT8KWS,Curved Glass Lighted Freezer,8cu,VZHN47NBUG,Hiron,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G1V1XGF9ZFV575VGE,Swing-up Freezer,15cu,9W32A2WYOQ,Liebherr,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GACTR99655EJD9N5F,Curved Glass Freezer,15cu,HNK344NNMP,Liebherr,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G5TS1Q6TRX3KC24PC,Sliding Glass Freezer,15cu,SFE8LIJXQQ,Hiron,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GXFTNETVRT9F8175Q,Curved Glass Lighted Freezer,15cu,LXA05V0A8O,Aucma,2017,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GQJWAY0ESAJKNZ4SY,Sliding Glass Freezer,18cu,V3518LGLN6,Liebherr,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GX27B750G175T3FKV,Curved Glass Freezer,18cu,SA384IVXWQ,Aucma,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GZ7RKY3M73CPHDFCK,Swing-up Freezer,24cu,U8NMYG6OUV,Hiron,2017,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GVJXK4DZY3AV01EWV,Sliding Glass Freezer,9cu,GAI8AW9W5L,Aucma,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GA56QN7HSK4XNVY5M,Sliding Glass Freezer,12cu,IQE3GBBGEX,Haier,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GKRZ69YKCV4G7B6HD,Swing-up Freezer,24cu,57V9V9KU2V,Aucma,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G5HE6VCYV7JZD8CEM,Swing-up Freezer,18cu,XGCA7OQD1C,Hiron,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GS39Q650EMAETSHMS,Swing-up Freezer,24cu,C6J3ECVYVH,Haier,2017,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GE8DXEHHPTCWPZAK0,Swing-up Freezer,8cu,7UFM8YSP1X,Aucma,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GSNZS08476MBT1QPG,Swing-up Freezer,15cu,SXLJU6AMMB,Aucma,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G4EWS4QYBG0FHMSDG,Sliding Glass Freezer,12cu,SFG4DFZ51V,Liebherr,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G0FCE690JW10FM181,Curved Glass Lighted Freezer,12cu,OOQGD6NOQ4,Haier,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G0YCS65GWQ8Q0F0XT,Curved Glass Freezer,8cu,1NVYY0HF2J,Liebherr,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GPV0H93X3R2NKCDPT,Swing-up Freezer,12cu,1TT0JD86ZU,Aucma,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GH2W5DXZHC14YE730,Sliding Glass Freezer,15cu,BQXPBMMWD5,Liebherr,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GXER6JTEQM3SXBHBK,Curved Glass Freezer,12cu,HEDA3VNAKF,Hiron,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G6CDKDNB7JM5HEYKG,Curved Glass Lighted Freezer,8cu,RYKIHNLJ1Q,Aucma,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G9CYCYE690CZPYGPN,Sliding Glass Freezer,24cu,0R9EP7RRD7,Haier,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GBH6RTYTQ9YNPPMTQ,Curved Glass Freezer,9cu,FZOTIQ8VUR,Hiron,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GYFPA9W58CFPCRRPN,Curved Glass Freezer,24cu,MA0SB0L4A5,Haier,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GRSKAP10ESAWDY7WY,Curved Glass Lighted Freezer,15cu,RALIGGGFIZ,Liebherr,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GBTKTBM7T570JY27A,Curved Glass Freezer,9cu,UR7FHAF5G5,Liebherr,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G00C6RYZZQDFZ7PX2,Sliding Glass Freezer,24cu,ZIHL3EX2B5,Haier,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G0AYA08Z4M892K1Z7,Sliding Glass Freezer,12cu,CG2NY97ZMV,Haier,2017,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GHSGMCR1E25N7JQEJ,Swing-up Freezer,24cu,D8D4YJPARA,Liebherr,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GJ3BHKXT6ZE26WQ83,Swing-up Freezer,18cu,0VXGCKCPWL,Hiron,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GD8AF8BTK4T4B9DJD,Curved Glass Lighted Freezer,15cu,BG1IB4XHX1,Aucma,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GTDA6V811V6820HZ3,Curved Glass Lighted Freezer,18cu,1239ICT7XW,Hiron,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GK0C228HZS4TZECJ1,Swing-up Freezer,9cu,HMDWL4XN6C,Haier,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GSP9FCHCEMA10PWE5,Swing-up Freezer,9cu,8DOYDGI4QJ,Haier,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GHX2B3YQP0X6QN4AZ,Swing-up Freezer,15cu,XFNO7XCFDP,Haier,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GPZKWVH9XN33TSVY7,Curved Glass Lighted Freezer,15cu,JZ05KDA1XF,Aucma,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GV0QBVZMTBZDZ160D,Curved Glass Lighted Freezer,9cu,TK4259RJVR,Aucma,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GNZV327KPWJP88DSN,Swing-up Freezer,24cu,QRXKQSGX6A,Liebherr,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GP87SNNJYJNB2TJVE,Curved Glass Freezer,18cu,ME36LW1IQ1,Haier,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GTAD98GD5BNBP2T4W,Swing-up Freezer,24cu,YI8545FY10,Liebherr,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GZEHSPCP1MDMWM73K,Curved Glass Lighted Freezer,15cu,7ZFK4I4NZ2,Hiron,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G03Z2CD5EDR8FZ1D6,Sliding Glass Freezer,18cu,1QWHSKBKJ3,Liebherr,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GAPT4H87ZJ94VTE39,Curved Glass Lighted Freezer,15cu,1A4202Q77O,Aucma,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G5XSS8YFQGFRS7ADE,Sliding Glass Freezer,9cu,IDHBJ5XRQJ,Hiron,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GVPJ3PZV8W1V2F9KC,Swing-up Freezer,8cu,H4OEREBU8C,Haier,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GRHWMZAMEW7A6MKB9,Curved Glass Lighted Freezer,12cu,KYGFY7A8BM,Aucma,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G3CYD7AB61CH46401,Curved Glass Lighted Freezer,8cu,C5BJ2FH9CD,Haier,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GECX5GXYB26W39FQA,Sliding Glass Freezer,8cu,IFI02SBY4F,Aucma,2015,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G6N69PYS73Y67B05H,Curved Glass Lighted Freezer,12cu,BFU2PRIKZG,Haier,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GRBQN52ABNGERXANB,Curved Glass Lighted Freezer,9cu,30QYFX7G19,Hiron,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G5MVQXDRCE7B6VZ1X,Sliding Glass Freezer,15cu,Y203JGNZWZ,Hiron,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G33GM2YQBJVAPC0YG,Sliding Glass Freezer,24cu,5BX2MFR624,Haier,2001,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G57AF6FHP83E6E7F8,Curved Glass Lighted Freezer,15cu,4F5VSWKE7V,Haier,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G6RGN1YY6Q8475GAQ,Curved Glass Lighted Freezer,8cu,I5NAMOWVGA,Hiron,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GZF825XXYZVW3N1J4,Swing-up Freezer,9cu,3II64WOP3F,Liebherr,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GF6MN2Q4H2087EGE7,Sliding Glass Freezer,24cu,W6DC2QWS1A,Hiron,2017,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G1ZA8SDJ2VQC3Q4NB,Curved Glass Lighted Freezer,9cu,I0W0RFP7SX,Liebherr,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G017Z07HEZJMDPT6X,Swing-up Freezer,18cu,IQDRUD21G0,Liebherr,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G6BMQTK4X77KHPEMF,Sliding Glass Freezer,15cu,C35I2T92KC,Haier,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G2QV7AC4HJSVS53F4,Swing-up Freezer,24cu,0FYE8Z1654,Hiron,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GNWZXD03GJ08DNY97,Sliding Glass Freezer,18cu,K8096QM8RC,Haier,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GF50C39AC4N0XKWP3,Curved Glass Freezer,18cu,XGYM56CW0R,Haier,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G6PC451Y2FF1Y1NKE,Sliding Glass Freezer,18cu,Y5DM2QGEDN,Haier,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GYZ251NHANMN7SD71,Curved Glass Freezer,24cu,46IC5C5FXQ,Aucma,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GB6EC5TCGDNRBC08Y,Curved Glass Lighted Freezer,12cu,I8OIJ495JX,Liebherr,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0HBBM92PKB9RX2B98N,Sliding Glass Freezer,24cu,S5YFWJ5YTD,Haier,2013,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0H09A2335SCP12BHF0,Curved Glass Freezer,12cu,L7JUP6Q8BP,Hiron,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0H34S4EPPN23HF13FT,Curved Glass Lighted Freezer,9cu,FNNICZWSHE,Aucma,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0HPC3NXZZATV59Y2N8,Curved Glass Freezer,9cu,SD29Z0SFLD,Aucma,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0HP2DT7ACB4SQT7DX3,Curved Glass Lighted Freezer,12cu,539I1N4XTB,Aucma,2001,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0HM003RDJPDZW29CZ8,Swing-up Freezer,8cu,PHL5TJH3EQ,Aucma,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0HAFXMSMEWT5R0CHVR,Curved Glass Lighted Freezer,9cu,CEU4MXTVXC,Liebherr,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0H1AMFMFNJG8Y13SG6,Curved Glass Freezer,12cu,XXP1ZFG9G2,Aucma,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0H0Q7V49A8J9KVF49F,Swing-up Freezer,15cu,1Q542BYJUZ,Liebherr,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0HA9P3E3KVPNFDETJZ,Swing-up Freezer,15cu,XPIJBL9PM4,Liebherr,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0HYD6H5Q1WH69A78DA,Swing-up Freezer,18cu,XF71XQBUEA,Hiron,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0H7AY41EGX8AM303VG,Curved Glass Freezer,8cu,BWCET5UMAM,Aucma,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0HVBJ6G3FB7D32KGGJ,Swing-up Freezer,12cu,TEVAF725XW,Aucma,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0HCZDKMRF4TD0M0APW,Curved Glass Lighted Freezer,12cu,8NNO6H06PU,Hiron,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0HN1GHM1EYFQXGZX7H,Curved Glass Lighted Freezer,9cu,A5ANBUZ96A,Aucma,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0H9T4M23MGY86SJBZJ,Swing-up Freezer,8cu,FKS7FUTPSP,Aucma,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0HQN72Q8YQD3KA3BW3,Curved Glass Freezer,9cu,TTWUN8WZLK,Haier,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
